,SRR5962198,SRR5962199,SRR5962200,SRR5962201,SRR5962202,SRR5962203,SRR5962204,SRR5962205,SRR5962206,SRR5962207,SRR5962208,SRR5962209,SRR5962210,SRR5962211,SRR5962212,SRR5962213,SRR5962214,SRR5962215,SRR5962216,SRR5962217,SRR5962218,SRR5962219,SRR5962220,SRR5962221,SRR5962222,SRR5962223,SRR5962224,SRR5962225,SRR5962226,SRR5962227,SRR5962228,SRR5962229,SRR5962230,SRR5962231,SRR5962232,SRR5962233,SRR5962234,SRR5962235,SRR5962236,SRR5962237,SRR5962238,SRR5962239,SRR5962240,SRR5962241
ENSG00000272787,0,0,3,11,16,10,15,11,0,0,29,16,6,0,11,61,33,27,36,50,76,5,0,5,27,4,20,53,27,24,5,16,16,3,11,6,19,15,90,15,32,7,84,21
ENSG00000272784,0,3,6,11,9,0,3,3,3,0,7,4,0,0,51,14,28,9,3,15,17,3,0,0,0,0,3,20,6,6,0,3,6,3,0,0,16,44,0,0,0,3,0,16
ENSG00000154252,0,0,0,0,0,0,0,0,0,0,6,0,0,28,49,6,5,0,0,0,0,0,0,0,8,14,14,34,0,0,13,0,0,0,74,76,61,18,0,0,11,9,12,35
ENSG00000272783,8,0,3,3,8,0,14,3,0,0,0,6,0,0,4,1,63,16,8,12,11,9,0,3,0,3,7,9,5,5,3,3,3,0,7,3,3,17,3,3,0,13,3,16
ENSG00000237138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0
ENSG00000237139,0,0,0,0,9,0,2,0,0,0,16,0,0,0,0,17,0,0,5,0,18,0,0,4,0,9,13,9,4,0,0,7,8,0,0,0,0,7,6,0,31,5,14,15
ENSG00000277550,3,0,0,0,9,3,3,0,0,9,0,3,0,0,19,11,3,2,10,0,0,0,0,3,0,5,3,42,7,3,0,17,3,0,2,0,15,44,3,0,0,0,0,69
ENSG00000273032,0,0,14,3,22,0,3,3,0,0,22,5,0,0,27,37,3,16,3,0,16,0,0,9,8,3,11,26,15,6,9,41,8,3,11,6,19,12,82,30,14,11,225,26
ENSG00000277552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141232,535,313,2251,1458,2247,844,4651,461,568,338,916,633,896,890,1515,4296,2796,1710,1888,1189,3513,12235,46,1137,2221,1031,3746,5239,4406,2846,2135,3427,4404,601,4636,2814,4466,1423,3123,5784,9216,3501,3760,12558
ENSG00000277554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277555,0,0,3,4,9,0,0,0,3,0,11,3,0,0,0,1,1,3,5,11,10,0,0,3,7,5,2,3,3,0,6,3,9,2,3,0,6,1,0,2,6,4,7,1
ENSG00000277556,0,0,0,0,15,0,0,0,2,0,5,0,0,0,19,2,3,0,0,12,12,0,0,0,3,0,3,13,6,2,0,0,0,0,0,0,6,7,2,0,0,0,0,8
ENSG00000277557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277558,6,0,17,3,0,11,17,1,6,2,6,9,6,0,6,12,10,4,35,10,3,21,3,11,5,3,17,24,17,7,6,4,16,0,53,4,24,6,7,3,11,21,3,27
ENSG00000277559,5,3,18,9,23,6,23,10,0,3,75,3,29,4,15,66,35,34,36,19,61,106,0,27,44,11,7,76,46,43,16,25,25,8,21,6,6,21,50,30,38,46,209,97
ENSG00000172671,134,116,275,380,403,255,1467,167,120,118,341,272,136,112,263,643,855,543,642,450,1026,316,9,260,411,401,601,1672,647,418,391,94,1113,162,807,520,520,236,668,867,1538,959,561,252
ENSG00000274098,1,0,0,7,15,0,1,1,2,0,7,0,7,0,2,7,12,13,9,0,5,0,0,4,1,1,5,6,8,3,0,6,2,0,5,3,5,6,3,2,3,7,5,7
ENSG00000274099,4,0,3,6,14,5,9,2,6,9,3,5,0,3,21,12,20,2,14,10,7,7,2,5,0,4,8,40,16,8,4,4,1,9,4,7,23,53,12,10,11,10,9,38
ENSG00000279068,3,0,0,7,3,0,0,4,8,2,6,0,2,0,0,12,16,5,25,0,18,0,0,0,0,0,7,5,4,12,0,0,6,0,0,4,0,3,5,4,0,2,9,0
ENSG00000236428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223764,3,6,17,22,16,27,99,30,22,14,124,24,3,0,65,147,56,57,97,6,128,50,0,67,19,195,233,212,69,138,3,313,457,27,78,17,75,115,91,39,25,73,261,106
ENSG00000223765,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8
ENSG00000279062,0,0,0,0,3,0,1,1,1,0,2,1,2,0,3,0,0,2,1,0,3,1,0,0,2,2,2,9,2,1,0,1,1,0,3,2,2,6,1,1,4,0,1,5
ENSG00000274091,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
ENSG00000279060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4
ENSG00000279061,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,10,3,0,0,0,0,3,0,0,7,6,0,0,0,0,0,29
ENSG00000274094,1,0,0,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1
ENSG00000279067,6,6,8,19,19,8,13,6,6,0,18,17,6,5,8,16,35,10,18,9,40,6,0,3,2,3,14,19,9,17,3,8,19,3,6,0,11,17,6,6,9,31,24,18
ENSG00000236425,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,6
ENSG00000279065,0,0,0,0,19,0,0,0,7,3,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,21,6,3,3,0,0,3,0,0,27,52,0,3,0,0,0,32
ENSG00000136750,0,0,0,0,44,0,0,0,6,17,17,0,0,0,89,0,14,0,0,0,0,0,0,0,0,0,6,73,11,0,6,0,0,11,0,0,38,81,0,0,0,0,0,123
ENSG00000270789,4,2,11,13,18,4,21,5,5,5,18,9,2,2,7,24,17,21,26,7,23,4,0,5,6,1,12,7,9,11,2,5,10,1,4,1,5,5,12,4,21,15,22,4
ENSG00000136754,549,311,1466,2024,1650,1133,4584,941,359,410,1004,849,688,743,861,2767,3898,2714,2098,2062,2861,2473,83,681,1291,553,2107,3509,2867,2838,986,1221,1450,492,3816,1552,1116,1330,2616,4025,1835,3580,2634,1820
ENSG00000207648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
ENSG00000136758,1463,921,2856,5295,2042,2720,10483,1621,764,1079,1472,2145,889,1799,2157,5511,7479,6046,4117,5413,5262,7648,250,1393,3701,1627,4821,10053,5174,4826,1560,3361,3825,1317,5106,2331,4563,2983,4563,8106,4455,9294,4472,3665
ENSG00000270781,0,0,0,0,5,2,2,0,0,0,7,3,0,0,4,4,14,0,4,0,17,8,2,3,6,0,0,13,0,4,0,0,7,0,3,6,9,8,3,3,13,6,19,13
ENSG00000270782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
ENSG00000232508,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,12,6,0,0,0,0,0,35
ENSG00000232500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
ENSG00000232502,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,9,6,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,4,0,0,40,0,0,8
ENSG00000232503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
ENSG00000232504,0,0,0,26,11,0,12,0,0,0,22,8,0,6,10,10,57,17,18,17,10,11,0,0,0,6,11,37,11,11,0,0,0,0,0,8,26,0,22,0,19,9,25,32
ENSG00000232505,0,0,0,0,7,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11
ENSG00000249087,65,32,161,203,116,84,361,85,63,51,218,133,48,83,118,348,377,524,127,317,561,123,6,78,85,54,124,260,141,157,30,43,233,43,77,94,358,97,189,396,252,222,472,98
ENSG00000116014,0,0,0,0,0,0,11,0,0,0,0,0,0,0,32,22,0,0,0,0,0,12,0,0,0,64,42,0,5,0,0,6,0,0,17,0,58,13,0,16,27,0,30,22
ENSG00000116017,105,90,176,438,159,262,585,130,96,86,144,168,11,124,261,235,481,553,275,581,301,456,6,120,238,140,306,689,244,297,119,338,185,81,274,120,296,231,371,428,256,538,540,395
ENSG00000116016,10733,4896,9002,33817,6295,13981,25082,4014,7843,6817,1897,7541,1658,10367,6669,5502,27223,39117,15065,35097,15436,5968,120,847,1253,896,8790,6188,5545,4288,827,4727,3211,827,2470,856,4730,1110,4550,4501,3049,13231,7672,1490
ENSG00000249082,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,65,0,6,0,0,0,0,13,9,14,22,0,6,6,10
ENSG00000249081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19
ENSG00000234034,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,29
ENSG00000249089,3,0,7,7,6,3,13,7,4,3,7,3,2,0,5,15,16,8,15,0,28,3,0,0,8,6,5,20,9,8,5,3,14,5,2,0,2,8,15,8,35,18,35,6
ENSG00000250567,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,47,0,0,14,5,9,0,0,6,8,0,0,0,3,0,0,73,0,23,10
ENSG00000201707,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1
ENSG00000234033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,2,9,0,0,0,0,0,3
ENSG00000146676,1174,1152,4010,4023,3351,2355,7832,2025,681,791,2346,1785,1925,1775,1552,5569,7022,5089,4180,5015,5623,9409,252,1406,3838,1950,4142,17764,5027,5220,610,2682,2839,1564,4769,2610,6288,2956,5451,5713,3528,7916,6781,7893
ENSG00000242860,1,0,13,6,10,0,20,3,5,0,13,3,0,0,10,25,9,2,22,0,16,3,0,10,26,7,6,24,38,9,3,14,29,6,3,10,30,0,15,6,12,16,23,9
ENSG00000197674,0,0,0,0,9,0,6,0,0,3,0,0,0,0,7,4,5,0,4,0,3,0,0,0,0,0,0,22,14,0,3,0,3,3,0,0,13,12,0,0,0,9,0,32
ENSG00000201708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
ENSG00000234030,0,0,0,0,2,0,0,0,3,3,7,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,6,0,3,4,0,0,6
ENSG00000242861,21,2,51,67,100,42,100,35,24,14,151,31,21,47,61,151,104,114,91,59,128,66,0,90,124,93,121,233,93,36,47,92,111,43,106,60,97,52,116,75,312,140,376,57
ENSG00000201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120440,0,0,0,0,22,0,0,0,0,0,0,0,0,0,53,0,0,6,0,0,6,2,0,1,0,0,0,59,6,0,0,0,0,8,0,0,24,22,1,0,0,7,13,57
ENSG00000201700,3,2,4,4,4,2,4,1,0,0,11,5,0,0,1,3,9,5,8,7,3,2,0,2,1,0,5,9,7,6,2,1,7,5,5,0,3,0,8,1,5,1,1,2
ENSG00000201701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000274458,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000249156,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,2,0,0,0,0,0,0,0,3,0,0,3,18,0,0,0,2,0,6,0,0,6,7,0,0,0,0,0,12
ENSG00000250560,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
ENSG00000274459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ENSG00000180211,217,110,383,694,313,235,1364,303,119,142,162,410,72,129,127,401,621,609,579,747,586,820,13,184,327,228,499,647,825,667,134,399,633,108,298,141,510,176,243,499,301,849,364,136
ENSG00000271259,0,3,8,17,22,4,23,6,6,3,20,56,15,5,14,29,60,39,48,47,76,8,0,10,6,18,18,47,27,32,0,14,15,3,13,11,21,19,44,12,26,19,36,8
ENSG00000187244,753,392,1394,2979,1056,1056,11292,635,848,609,1932,1434,400,1663,1584,6674,5829,3287,2248,1574,3865,4464,211,1404,1429,1998,2211,7752,3264,2324,1980,2695,4872,2040,6299,1577,1792,1482,2853,4088,9975,4925,4687,1755
ENSG00000276209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276208,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
ENSG00000271255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
ENSG00000276206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000271257,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,9,3,3,0,3,3,0,0,0,9,9,8,3,0,0,6,3
ENSG00000276204,0,0,0,0,5,0,0,0,0,0,2,0,0,0,3,1,3,2,2,6,0,0,0,0,0,0,1,11,7,0,0,0,0,2,0,0,3,11,0,0,2,0,0,24
ENSG00000276203,19,2,29,13,108,6,47,12,20,12,23,9,5,18,84,117,65,75,136,22,83,17,0,11,23,2,57,99,72,17,6,7,52,7,13,31,43,88,57,46,113,23,75,101
ENSG00000271250,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
ENSG00000223867,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,18,13,0,5,0,3,0,0,0,0,0,10,36,3,42,3,8,0,3,5,0,10,5,3,0,2,5,11,10
ENSG00000276200,6,0,3,3,9,0,6,0,0,3,0,9,0,3,2,2,14,3,8,12,7,0,0,0,3,3,0,6,2,0,0,3,3,0,3,0,9,8,4,0,0,28,6,11
ENSG00000270124,0,4,12,31,31,23,42,0,20,0,58,30,4,19,12,119,55,55,74,51,124,37,0,22,75,12,41,112,26,26,38,101,71,20,8,20,45,20,71,23,38,99,189,28
ENSG00000197110,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,13
ENSG00000270120,0,0,3,6,24,0,6,3,0,0,0,3,3,0,7,3,3,6,11,0,8,9,0,6,4,0,3,43,15,34,8,11,10,6,3,6,11,13,23,8,12,13,0,8
ENSG00000270123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000174099,555,1148,2740,6805,306,526,6931,1231,700,1419,455,1956,220,738,1243,575,7299,6402,3797,6897,2677,206,56,456,270,168,1857,288,2217,2742,103,602,1712,447,4365,401,516,1131,1342,2533,787,2982,1977,641
ENSG00000224230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224233,0,0,0,0,19,0,0,0,8,0,0,3,0,0,12,3,1,0,0,0,25,0,0,0,0,0,8,40,3,0,0,0,0,3,0,0,9,25,0,0,0,0,0,25
ENSG00000235199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0
ENSG00000224235,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21
ENSG00000224234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224237,5,0,12,0,6,0,9,0,6,2,0,3,3,0,0,49,7,0,12,0,35,2,0,19,38,1,0,14,16,9,2,3,31,3,17,5,57,22,10,0,2,73,5,13
ENSG00000224236,0,0,0,3,44,4,6,0,10,0,3,11,3,0,28,6,13,0,2,10,9,4,0,0,4,3,6,22,10,7,0,2,6,0,6,2,38,45,14,0,16,12,7,30
ENSG00000224239,0,0,0,0,9,0,0,0,0,0,0,0,11,0,36,26,18,0,16,0,0,0,0,0,0,0,0,31,0,0,0,9,0,0,0,0,13,26,0,0,0,0,13,20
ENSG00000264652,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ENSG00000235190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
ENSG00000137404,14,15,85,119,27,78,344,54,27,32,70,107,27,25,106,128,323,181,85,142,172,93,0,27,61,59,111,782,143,94,132,113,94,31,47,50,107,132,151,363,226,269,192,102
ENSG00000137403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235197,0,0,0,10,34,0,14,3,0,0,3,3,8,3,18,0,3,5,3,0,6,3,0,8,3,0,0,7,5,0,0,0,0,11,8,3,27,11,0,0,3,3,0,21
ENSG00000264655,0,0,0,0,6,3,0,0,0,3,6,0,0,0,9,3,13,0,8,0,6,0,0,6,3,0,3,14,3,0,2,8,8,6,0,3,3,17,0,4,11,11,9,11
ENSG00000235195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275576,5,1,6,12,21,7,12,4,3,2,21,17,4,7,13,19,31,11,44,24,27,14,0,21,9,6,22,33,22,13,6,13,25,4,10,4,19,3,31,1,21,19,48,17
ENSG00000275577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275572,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,21,6,13,15,0,0,0,0,0,4,0,0,26,8,0,0,0,0,0,0,0,11,0,0,0,7,6,8,32
ENSG00000162840,8,8,14,3,0,14,44,6,19,14,16,22,0,3,3,16,27,17,6,11,9,6,0,3,11,3,22,22,41,6,27,11,40,0,14,17,14,6,44,11,19,11,6,0
ENSG00000060138,1065,499,1790,2716,2524,1324,3609,881,2064,793,1474,1089,415,806,1054,3329,5159,2543,5942,2478,3027,934,63,499,547,622,2360,2094,2045,1128,773,1208,1783,282,989,652,1392,722,743,1030,645,1507,2622,441
